date,PM2.5,PM10,PM1,NO2,SO2,CO,Temperature,Humidity,Pressure
2023-10-12 00:00:00+00:00,13.73,14.0,12.6,,,,4.63,69.63,1002.0
2023-10-13 00:00:00+00:00,13.93,14.43,12.965,,,,8.17,65.64,999.06
2023-10-14 00:00:00+00:00,17.82,21.21,17.25,,,,8.06,91.73,996.69
2023-10-15 00:00:00+00:00,15.18,16.35,14.175,,,,12.09,71.95,997.73
2023-10-16 00:00:00+00:00,14.55,15.67,13.585,,,,8.86,74.84,996.26
2023-10-17 00:00:00+00:00,13.8,14.33,12.735,,,,11.49,56.71,989.79
2023-10-18 00:00:00+00:00,11.86,12.14,11.265,,,,4.93,62.29,995.18
2023-10-19 00:00:00+00:00,11.93,12.45,11.39,,,,6.19,69.94,998.36
2023-10-20 00:00:00+00:00,1.9,1.9,1.88,,,,6.36,79.97,995.76
2023-10-21 00:00:00+00:00,16.23,17.62,15.395,,,,6.72,88.25,987.8
2023-10-22 00:00:00+00:00,,,,,,,3.54,74.72,989.49
2023-10-23 00:00:00+00:00,,,,,,,5.53,64.26,997.45
2023-10-24 00:00:00+00:00,,,,,,,9.65,72.59,982.6
2023-10-25 00:00:00+00:00,,,,,,,3.92,81.95,982.11
2023-10-26 00:00:00+00:00,,,,,,,-1.02,58.26,995.86
2023-10-27 00:00:00+00:00,,,,,,,1.55,78.98,994.43
2023-10-28 00:00:00+00:00,,,,,,,7.28,100.0,982.29
2023-10-29 00:00:00+00:00,10.79,11.29,10.35,,,,13.34,68.11,979.13
2023-10-30 00:00:00+00:00,,,,,,,4.49,80.65,991.46
2023-10-31 00:00:00+00:00,,,,,,,9.02,74.38,997.84
2023-11-01 00:00:00+00:00,,,,,,,11.16,81.88,1000.97
2023-11-02 00:00:00+00:00,,,,,,,7.64,78.56,998.04
2023-11-03 00:00:00+00:00,,,,,,,8.15,73.01,992.56
2023-11-04 00:00:00+00:00,,,,,,,6.3,86.34,995.92
2023-11-05 00:00:00+00:00,,,,,,,6.9,83.92,1002.26
2023-11-06 00:00:00+00:00,,,,,,,5.24,90.12,997.55
2023-11-07 00:00:00+00:00,,,,,,,5.97,82.57,987.29
2023-11-08 00:00:00+00:00,,,,,,,8.63,93.46,985.79
2023-11-09 00:00:00+00:00,,,,,,,7.96,85.1,994.45
2023-11-10 00:00:00+00:00,,,,,,,7.98,87.78,989.92
2023-11-11 00:00:00+00:00,,,,,,,4.76,95.86,990.51
2023-11-12 00:00:00+00:00,,,,,,,5.17,80.64,1004.29
2023-11-13 00:00:00+00:00,,,,,,,5.27,83.55,1001.99
2023-11-14 00:00:00+00:00,,,,,,,7.06,63.27,990.28
2023-11-15 00:00:00+00:00,,,,,,,5.26,80.81,985.57
2023-11-16 00:00:00+00:00,,,,,,,5.5,95.3,986.09
2023-11-17 00:00:00+00:00,,,,,,,5.82,98.28,984.13
2023-11-18 00:00:00+00:00,,,,,,,-0.89,72.87,991.06
2023-11-19 00:00:00+00:00,,,,,,,-3.83,79.65,1002.53
2023-11-20 00:00:00+00:00,,,,,,,0.61,70.38,995.29
2023-11-21 00:00:00+00:00,,,,,,,6.63,73.73,973.71
2023-11-22 00:00:00+00:00,,,,,,,-0.06,88.66,968.09
2023-11-23 00:00:00+00:00,,,,,,,-6.53,76.0,980.75
2023-11-24 00:00:00+00:00,,,,,,,-6.05,72.78,981.04
2023-11-25 00:00:00+00:00,,,,,,,3.68,92.53,987.07
2023-11-26 00:00:00+00:00,,,,,,,3.48,73.08,989.04
2023-11-27 00:00:00+00:00,,,,,,,2.72,80.2,981.25
2023-11-28 00:00:00+00:00,,,,,,,2.93,86.21,985.55
2023-11-29 00:00:00+00:00,,,,,,,-0.92,72.54,998.28
2023-11-30 00:00:00+00:00,,,,,,,-0.26,81.28,999.8
2023-12-01 00:00:00+00:00,,,,,,,2.19,79.83,992.89
2023-12-02 00:00:00+00:00,,,,,,,2.34,96.94,983.32
2023-12-03 00:00:00+00:00,,,,,,,-1.11,72.06,996.61
2023-12-04 00:00:00+00:00,,,,,,,6.65,98.71,990.53
2023-12-05 00:00:00+00:00,,,,,,,-1.11,82.21,990.59
2023-12-06 00:00:00+00:00,,,,,,,-7.39,70.04,1005.32
2023-12-07 00:00:00+00:00,,,,,,,-11.41,68.3,1010.72
2023-12-08 00:00:00+00:00,,,,,,,-20.05,58.18,1016.42
2023-12-09 00:00:00+00:00,,,,,,,-19.01,56.34,1016.68
2023-12-10 00:00:00+00:00,,,,,,,-17.89,56.43,1014.47
2023-12-11 00:00:00+00:00,,,,,,,-20.2,54.09,1022.45
2023-12-12 00:00:00+00:00,,,,,,,-22.92,55.74,1028.75
2023-12-13 00:00:00+00:00,,,,,,,-15.76,54.59,1022.9
2023-12-14 00:00:00+00:00,,,,,,,-13.79,51.54,1016.77
2023-12-15 00:00:00+00:00,,,,,,,-11.18,52.78,1008.63
2023-12-16 00:00:00+00:00,,,,,,,-8.19,64.48,1001.85
2023-12-17 00:00:00+00:00,,,,,,,-5.43,70.12,997.56
2023-12-18 00:00:00+00:00,,,,,,,-5.47,79.19,990.57
2023-12-19 00:00:00+00:00,,,,,,,0.22,83.99,989.63
2023-12-20 00:00:00+00:00,,,,,,,1.33,81.84,996.74
2023-12-21 00:00:00+00:00,,,,,,,5.09,75.55,1000.17
2023-12-22 00:00:00+00:00,,,,,,,0.97,72.2,989.5
2023-12-23 00:00:00+00:00,,,,,,,-0.26,72.43,977.28
2023-12-24 00:00:00+00:00,,,,,,,2.64,80.58,971.78
2023-12-25 00:00:00+00:00,,,,,,,2.81,69.75,975.31
2023-12-26 00:00:00+00:00,,,,,,,1.13,73.06,976.1
2023-12-27 00:00:00+00:00,,,,,,,3.59,77.61,980.25
2023-12-28 00:00:00+00:00,,,,,,,4.21,80.7,969.67
2023-12-29 00:00:00+00:00,,,,,,,-1.98,68.63,985.43
2023-12-30 00:00:00+00:00,,,,,,,3.72,80.56,986.27
2023-12-31 00:00:00+00:00,,,,,,,4.01,82.01,988.07
2024-01-01 00:00:00+00:00,,,,,,,3.68,73.8,982.49
2024-01-02 00:00:00+00:00,,,,,,,-1.67,60.96,995.2
2024-01-03 00:00:00+00:00,,,,,,,3.64,64.68,985.42
2024-01-04 00:00:00+00:00,,,,,,,2.76,68.13,981.23
2024-01-05 00:00:00+00:00,,,,,,,4.67,73.44,984.74
2024-01-06 00:00:00+00:00,,,,,,,5.55,74.79,988.3
2024-01-07 00:00:00+00:00,,,,,,,1.88,66.65,984.79
2024-01-08 00:00:00+00:00,,,,,,,-15.72,51.67,994.94
2024-01-09 00:00:00+00:00,,,,,,,-7.43,50.77,984.07
2024-01-10 00:00:00+00:00,,,,,,,-15.11,53.72,982.41
2024-01-11 00:00:00+00:00,,,,,,,-15.02,54.64,990.36
2024-01-12 00:00:00+00:00,,,,,,,1.54,59.76,973.86
2024-01-13 00:00:00+00:00,,,,,,,-9.94,42.58,978.76
2024-01-14 00:00:00+00:00,,,,,,,-16.82,41.32,999.2
2024-01-15 00:00:00+00:00,,,,,,,-16.78,42.65,1007.05
2024-01-16 00:00:00+00:00,,,,,,,-11.6,41.44,1005.76
2024-01-17 00:00:00+00:00,,,,,,,-2.23,46.97,999.69
2024-01-18 00:00:00+00:00,,,,,,,1.27,44.76,1002.3
2024-01-19 00:00:00+00:00,,,,,,,-1.2,48.05,1008.0
2024-01-20 00:00:00+00:00,,,,,,,-1.72,40.97,1005.12
2024-01-21 00:00:00+00:00,,,,,,,1.35,39.22,999.39
2024-01-22 00:00:00+00:00,,,,,,,2.2,45.91,1002.31
2024-01-23 00:00:00+00:00,,,,,,,-5.69,42.76,1006.22
2024-01-24 00:00:00+00:00,,,,,,,-7.97,47.53,1000.27
2024-01-25 00:00:00+00:00,,,,,,,-6.42,41.8,998.04
2024-01-26 00:00:00+00:00,,,,,,,-6.59,45.41,1002.78
2024-01-27 00:00:00+00:00,,,,,,,-6.41,45.59,1003.17
2024-01-28 00:00:00+00:00,,,,,,,-4.91,43.49,1003.56
2024-01-29 00:00:00+00:00,,,,,,,-7.25,46.23,1004.22
2024-01-30 00:00:00+00:00,,,,,,,-1.97,52.89,996.92
2024-01-31 00:00:00+00:00,,,,,,,1.93,60.15,987.74
2024-02-01 00:00:00+00:00,,,,,,,-1.98,57.04,994.19
2024-02-02 00:00:00+00:00,,,,,,,3.53,60.99,982.13
2024-02-03 00:00:00+00:00,,,,,,,5.11,61.84,981.04
2024-02-04 00:00:00+00:00,,,,,,,3.57,59.05,982.01
2024-02-05 00:00:00+00:00,,,,,,,11.78,48.94,975.09
2024-02-06 00:00:00+00:00,,,,,,,9.84,54.79,959.62
2024-02-07 00:00:00+00:00,,,,,,,-2.25,84.38,956.88
2024-02-15 00:00:00+00:00,,,,,,,-16.39,44.97,1016.34
2024-02-16 00:00:00+00:00,,,,,,,-14.48,43.64,1024.15
2024-02-17 00:00:00+00:00,,,,,,,-7.97,41.6,1019.2
2024-02-18 00:00:00+00:00,,,,,,,-9.23,39.22,1013.12
2024-02-19 00:00:00+00:00,,,,,,,-12.08,43.46,1008.25
2024-02-20 00:00:00+00:00,,,,,,,-13.28,44.64,1007.48
2024-02-21 00:00:00+00:00,,,,,,,-14.91,47.59,1006.89
2024-02-22 00:00:00+00:00,,,,,,,-15.01,47.94,1008.86
2024-02-23 00:00:00+00:00,,,,,,,-15.05,49.62,1012.75
2024-02-24 00:00:00+00:00,,,,,,,-12.4,46.8,1017.93
2024-02-25 00:00:00+00:00,,,,,,,-10.74,49.5,1018.93
2024-02-26 00:00:00+00:00,,,,,,,-9.64,50.4,1016.03
2024-02-27 00:00:00+00:00,,,,,,,-2.94,53.84,1016.06
2024-02-28 00:00:00+00:00,,,,,,,-1.61,53.84,1014.55
2024-02-29 00:00:00+00:00,,,,,,,-0.94,46.7,1011.16
2024-03-01 00:00:00+00:00,,,,,,,-1.64,56.86,1007.34
2024-03-02 00:00:00+00:00,,,,,,,-2.67,54.65,1009.45
2024-03-03 00:00:00+00:00,,,,,,,-4.76,56.63,1007.97
2024-03-04 00:00:00+00:00,,,,,,,-5.73,60.64,1003.28
2024-03-05 00:00:00+00:00,,,,,,,-4.76,55.02,998.68
2024-03-06 00:00:00+00:00,,,,,,,-4.62,55.56,995.13
2024-03-07 00:00:00+00:00,,,,,,,-5.76,55.8,993.69
2024-03-08 00:00:00+00:00,,,,,,,-5.49,53.92,989.13
2024-03-09 00:00:00+00:00,,,,,,,-4.96,51.05,987.17
2024-03-10 00:00:00+00:00,,,,,,,-1.32,58.32,989.73
2024-03-11 00:00:00+00:00,,,,,,,2.29,59.9,992.87
2024-03-12 00:00:00+00:00,,,,,,,-5.82,54.07,993.16
2024-03-13 00:00:00+00:00,,,,,,,-3.17,57.05,1001.8
2024-03-14 00:00:00+00:00,,,,,,,-2.45,58.81,1010.7
2024-03-15 00:00:00+00:00,,,,,,,-0.21,59.15,1010.31
2024-03-16 00:00:00+00:00,,,,,,,-1.94,48.25,1007.88
2024-03-17 00:00:00+00:00,,,,,,,0.5,46.9,1000.3
2024-03-18 00:00:00+00:00,,,,,,,5.32,66.51,988.85
2024-03-19 00:00:00+00:00,,,,,,,5.66,60.07,994.14
2024-03-20 00:00:00+00:00,,,,,,,0.59,55.69,998.27
2024-03-21 00:00:00+00:00,,,,,,,2.17,46.2,998.7
2024-03-22 00:00:00+00:00,,,,,,,2.25,47.05,995.28
2024-03-23 00:00:00+00:00,,,,,,,6.07,54.7,991.74
2024-03-24 00:00:00+00:00,,,,,,,6.94,59.37,991.73
2024-03-25 00:00:00+00:00,,,,,,,7.74,63.59,990.11
2024-03-26 00:00:00+00:00,,,,,,,9.09,67.51,973.05
2024-03-27 00:00:00+00:00,,,,,,,8.42,69.3,974.15
2024-03-28 00:00:00+00:00,,,,,,,6.35,68.28,973.51
2024-03-29 00:00:00+00:00,,,,,,,3.82,57.31,982.63
2024-03-30 00:00:00+00:00,,,,,,,5.05,55.15,999.41
2024-03-31 00:00:00+00:00,,,,,,,8.51,58.61,1003.31
2024-04-01 00:00:00+00:00,,,,,,,11.16,56.4,1001.14
2024-04-02 00:00:00+00:00,,,,,,,14.68,55.72,998.83
2024-04-03 00:00:00+00:00,,,,,,,14.78,53.52,998.29
2024-04-04 00:00:00+00:00,,,,,,,15.02,50.77,993.86
2024-04-05 00:00:00+00:00,,,,,,,16.64,48.61,991.47
2024-04-06 00:00:00+00:00,,,,,,,15.77,57.11,992.09
2024-04-07 00:00:00+00:00,,,,,,,14.37,62.43,991.07
2024-04-08 00:00:00+00:00,,,,,,,12.2,58.28,994.15
2024-04-09 00:00:00+00:00,,,,,,,17.02,54.21,993.1
2024-04-10 00:00:00+00:00,,,,,,,14.78,62.66,994.73
2024-04-11 00:00:00+00:00,,,,,,,15.48,47.41,997.78
2024-04-12 00:00:00+00:00,,,,,,,17.78,44.97,990.84
2024-04-13 00:00:00+00:00,,,,,,,17.78,50.51,981.63
2024-04-14 00:00:00+00:00,,,,,,,12.46,43.08,988.35
2024-04-15 00:00:00+00:00,,,,,,,17.32,41.27,989.19
2024-04-16 00:00:00+00:00,,,,,,,17.98,62.99,985.33
2024-04-17 00:00:00+00:00,,,,,,,21.93,46.43,991.49
2024-04-18 00:00:00+00:00,,,,,,,24.95,34.99,994.09
2024-04-19 00:00:00+00:00,,,,,,,23.01,47.98,995.35
2024-04-20 00:00:00+00:00,,,,,,,23.18,47.77,996.43
2024-04-21 00:00:00+00:00,,,,,,,23.34,45.82,995.89
2024-04-22 00:00:00+00:00,,,,,,,22.46,43.87,994.15
2024-04-23 00:00:00+00:00,,,,,,,23.06,44.55,989.06
2024-04-24 00:00:00+00:00,,,,,,,17.73,76.76,986.75
2024-04-25 00:00:00+00:00,,,,,,,17.22,64.22,994.69
2024-04-26 00:00:00+00:00,,,,,,,18.03,45.74,1002.15
2024-04-27 00:00:00+00:00,,,,,,,19.73,31.12,1004.53
2024-04-28 00:00:00+00:00,,,,,,,21.43,30.57,1000.79
2024-04-29 00:00:00+00:00,,,,,,,21.87,32.94,995.39
2024-04-30 00:00:00+00:00,,,,,,,12.27,66.88,997.13
2024-05-01 00:00:00+00:00,,,,,,,16.26,48.75,988.56
2024-05-02 00:00:00+00:00,,,,,,,12.62,56.38,982.67
2024-05-03 00:00:00+00:00,,,,,,,11.12,60.99,977.29
2024-05-04 00:00:00+00:00,,,,,,,9.59,43.69,980.12
2024-05-05 00:00:00+00:00,,,,,,,9.77,32.22,988.5
2024-05-06 00:00:00+00:00,,,,,,,13.45,30.25,989.27
2024-05-07 00:00:00+00:00,,,,,,,15.96,41.64,992.82
2024-05-08 00:00:00+00:00,,,,,,,15.64,80.62,977.29
2024-05-09 00:00:00+00:00,,,,,,,8.86,50.01,988.49
2024-05-10 00:00:00+00:00,,,,,,,8.09,46.87,997.08
2024-05-11 00:00:00+00:00,,,,,,,13.53,37.34,993.35
2024-05-12 00:00:00+00:00,,,,,,,17.86,59.09,981.05
2024-05-13 00:00:00+00:00,,,,,,,12.05,71.95,980.87
2024-05-14 00:00:00+00:00,,,,,,,10.78,48.32,989.52
2024-05-15 00:00:00+00:00,,,,,,,15.34,36.35,995.34
2024-05-16 00:00:00+00:00,,,,,,,16.29,45.45,992.94
2024-05-17 00:00:00+00:00,,,,,,,15.8,60.79,988.72
2024-05-18 00:00:00+00:00,,,,,,,17.7,44.59,982.51
2024-05-19 00:00:00+00:00,,,,,,,14.47,48.86,986.54
2024-05-20 00:00:00+00:00,,,,,,,17.2,38.61,991.76
2024-05-21 00:00:00+00:00,,,,,,,26.57,20.59,993.33
2024-05-22 00:00:00+00:00,,,,,,,23.5,28.12,992.72
2024-05-23 00:00:00+00:00,,,,,,,18.27,44.1,991.84
2024-05-24 00:00:00+00:00,,,,,,,9.35,50.6,998.4
2024-05-25 00:00:00+00:00,,,,,,,16.12,39.1,996.95
2024-05-26 00:00:00+00:00,,,,,,,20.82,33.21,993.16
2024-05-27 00:00:00+00:00,,,,,,,14.82,37.21,997.3
2024-05-28 00:00:00+00:00,,,,,,,16.82,34.49,1000.34
2024-05-29 00:00:00+00:00,,,,,,,20.9,31.77,994.36
2024-05-30 00:00:00+00:00,,,,,,,24.94,27.98,993.92
2024-05-31 00:00:00+00:00,,,,,,,28.1,28.11,994.93
2024-06-14 00:00:00+00:00,,,,,,,26.73,53.26,989.51
2024-06-15 00:00:00+00:00,,,,,,,30.24,41.63,988.92
2024-06-16 00:00:00+00:00,,,,,,,29.98,43.19,989.89
2024-06-17 00:00:00+00:00,,,,,,,35.65,27.82,990.85
2024-06-18 00:00:00+00:00,,,,,,,31.38,33.33,990.27
2024-06-19 00:00:00+00:00,,,,,,,27.77,48.53,985.23
2024-06-20 00:00:00+00:00,,,,,,,25.67,47.78,982.18
2024-06-21 00:00:00+00:00,,,,,,,27.4,37.74,978.47
2024-06-22 00:00:00+00:00,,,,,,,25.55,41.99,975.18
2024-06-23 00:00:00+00:00,,,,,,,21.37,58.64,971.43
2024-06-24 00:00:00+00:00,,,,,,,15.25,93.43,975.83
2024-06-25 00:00:00+00:00,,,,,,,19.75,77.94,978.03
2024-06-26 00:00:00+00:00,,,,,,,19.14,88.47,979.89
2024-06-27 00:00:00+00:00,,,,,,,17.17,99.79,980.87
2024-06-28 00:00:00+00:00,,,,,,,16.07,92.35,975.49
2024-06-29 00:00:00+00:00,,,,,,,16.09,95.6,974.36
2024-06-30 00:00:00+00:00,,,,,,,16.16,66.77,980.4
2024-07-01 00:00:00+00:00,,,,,,,22.31,49.91,982.07
2024-07-02 00:00:00+00:00,,,,,,,24.46,61.81,982.5
2024-07-03 00:00:00+00:00,,,,,,,25.83,65.0,984.84
2024-07-04 00:00:00+00:00,,,,,,,27.52,50.66,989.5
2024-07-05 00:00:00+00:00,,,,,,,29.33,52.26,987.32
2024-07-06 00:00:00+00:00,,,,,,,28.73,59.67,984.49
2024-07-07 00:00:00+00:00,,,,,,,27.74,55.03,987.24
2024-07-08 00:00:00+00:00,,,,,,,28.76,50.04,987.28
2024-07-09 00:00:00+00:00,,,,,,,25.35,42.89,987.12
2024-07-10 00:00:00+00:00,,,,,,,26.21,52.96,983.63
2024-07-11 00:00:00+00:00,,,,,,,22.54,61.97,981.45
2024-07-12 00:00:00+00:00,,,,,,,21.25,70.64,977.25
2024-07-13 00:00:00+00:00,,,,,,,20.25,84.37,974.77
2024-07-14 00:00:00+00:00,,,,,,,22.81,80.47,979.27
2024-07-15 00:00:00+00:00,,,,,,,20.83,92.54,983.57
2024-07-16 00:00:00+00:00,,,,,,,19.68,89.86,986.23
2024-07-17 00:00:00+00:00,,,,,,,19.82,80.31,987.85
2024-07-18 00:00:00+00:00,,,,,,,23.29,66.48,983.79
2024-07-19 00:00:00+00:00,,,,,,,22.07,70.5,980.12
2024-07-20 00:00:00+00:00,,,,,,,25.31,53.92,981.29
2024-07-21 00:00:00+00:00,,,,,,,27.15,47.34,980.39
2024-07-22 00:00:00+00:00,,,,,,,25.92,50.35,980.2
2024-07-23 00:00:00+00:00,,,,,,,25.24,56.03,980.97
2024-07-24 00:00:00+00:00,,,,,,,23.64,79.92,977.19
2024-07-25 00:00:00+00:00,,,,,,,18.05,93.49,969.05
2024-07-26 00:00:00+00:00,,,,,,,18.88,60.28,976.58
2024-07-27 00:00:00+00:00,,,,,,,18.45,54.02,983.61
2024-07-28 00:00:00+00:00,,,,,,,22.86,43.31,984.57
2024-07-29 00:00:00+00:00,,,,,,,21.53,63.78,982.39
2024-07-30 00:00:00+00:00,,,,,,,26.3,36.69,981.89
2024-07-31 00:00:00+00:00,,,,,,,26.73,37.4,978.14
2024-08-01 00:00:00+00:00,,,,,,,25.84,46.95,978.66
2024-08-02 00:00:00+00:00,,,,,,,25.54,34.44,978.96
2024-08-03 00:00:00+00:00,,,,,,,24.29,42.66,978.51
2024-08-04 00:00:00+00:00,,,,,,,22.66,49.94,982.14
2024-08-05 00:00:00+00:00,,,,,,,23.53,53.54,982.72
2024-08-06 00:00:00+00:00,,,,,,,24.84,51.81,980.93
2024-08-07 00:00:00+00:00,,,,,,,21.57,97.27,979.41
2024-08-08 00:00:00+00:00,,,,,,,19.07,100.0,979.89
2024-08-09 00:00:00+00:00,,,,,,,17.19,100.0,984.77
2024-08-10 00:00:00+00:00,,,,,,,21.81,77.86,984.44
2024-08-11 00:00:00+00:00,,,,,,,20.99,76.88,981.05
2024-08-12 00:00:00+00:00,,,,,,,20.3,67.05,977.28
2024-08-13 00:00:00+00:00,,,,,,,20.51,48.04,977.48
2024-08-14 00:00:00+00:00,,,,,,,18.64,56.57,980.29
2024-08-15 00:00:00+00:00,,,,,,,18.95,62.85,980.7
2024-08-16 00:00:00+00:00,,,,,,,18.07,61.68,980.87
2024-08-17 00:00:00+00:00,,,,,,,17.01,85.37,980.91
2024-08-18 00:00:00+00:00,,,,,,,19.89,64.73,987.13
2024-08-19 00:00:00+00:00,,,,,,,21.78,63.99,986.47
2024-08-20 00:00:00+00:00,,,,,,,19.47,64.7,989.8
2024-08-21 00:00:00+00:00,,,,,,,21.43,78.79,984.44
2024-08-22 00:00:00+00:00,,,,,,,17.2,69.3,985.37
2024-08-23 00:00:00+00:00,,,,,,,18.1,71.06,987.38
2024-08-24 00:00:00+00:00,,,,,,,18.36,59.55,992.74
2024-08-25 00:00:00+00:00,,,,,,,20.04,58.91,992.93
2024-08-26 00:00:00+00:00,,,,,,,20.69,60.99,991.76
2024-08-27 00:00:00+00:00,,,,,,,18.45,61.81,996.69
2024-08-28 00:00:00+00:00,,,,,,,19.68,59.08,999.49
2024-08-29 00:00:00+00:00,,,,,,,22.61,59.43,996.21
2024-08-30 00:00:00+00:00,,,,,,,21.78,53.16,995.95
2024-08-31 00:00:00+00:00,,,,,,,18.27,53.6,999.31
2024-09-01 00:00:00+00:00,,,,,,,18.63,47.6,1003.34
2024-09-02 00:00:00+00:00,,,,,,,19.39,38.95,1004.08
2024-09-03 00:00:00+00:00,,,,,,,19.11,41.63,996.41
2024-09-04 00:00:00+00:00,,,,,,,16.1,57.33,995.31
2024-09-05 00:00:00+00:00,,,,,,,12.47,63.84,1000.09
2024-09-06 00:00:00+00:00,,,,,,,12.01,61.7,1001.37
2024-09-07 00:00:00+00:00,,,,,,,19.27,56.19,999.11
2024-09-08 00:00:00+00:00,,,,,,,17.2,57.41,1001.1
2024-09-09 00:00:00+00:00,,,,,,,19.62,57.68,1001.44
2024-09-10 00:00:00+00:00,,,,,,,20.47,54.74,1000.18
2024-09-11 00:00:00+00:00,,,,,,,19.64,47.34,1001.78
2024-09-12 00:00:00+00:00,,,,,,,17.07,46.72,1002.83
2024-09-13 00:00:00+00:00,,,,,,,16.63,50.36,1003.52
2024-09-14 00:00:00+00:00,,,,,,,16.77,57.7,1000.64
2024-09-15 00:00:00+00:00,,,,,,,18.45,47.67,999.92
2024-09-16 00:00:00+00:00,,,,,,,15.24,52.77,1001.69
2024-09-17 00:00:00+00:00,,,,,,,12.05,36.09,1005.29
2024-09-18 00:00:00+00:00,,,,,,,11.84,38.29,1001.81
2024-09-19 00:00:00+00:00,,,,,,,11.66,40.88,996.07
2024-09-20 00:00:00+00:00,,,,,,,15.0,40.99,991.98
2024-09-21 00:00:00+00:00,,,,,,,14.55,49.97,990.46
2024-09-22 00:00:00+00:00,,,,,,,16.95,47.24,990.15
2024-09-23 00:00:00+00:00,,,,,,,10.35,44.03,995.95
2024-09-24 00:00:00+00:00,,,,,,,10.21,42.07,1000.55
2024-09-25 00:00:00+00:00,,,,,,,8.47,46.03,1002.21
2024-09-26 00:00:00+00:00,,,,,,,9.22,46.45,1006.36
2024-09-27 00:00:00+00:00,,,,,,,11.31,55.74,1008.6
2024-09-28 00:00:00+00:00,,,,,,,12.03,58.86,1010.91
2024-09-29 00:00:00+00:00,,,,,,,12.3,55.57,1009.31
2024-09-30 00:00:00+00:00,,,,,,,13.48,39.13,1003.2
2024-10-01 00:00:00+00:00,,,,,,,14.39,26.75,995.41
2024-10-02 00:00:00+00:00,,,,,,,13.01,34.74,997.57
2024-10-03 00:00:00+00:00,,,,,,,8.84,30.29,1000.1
2024-10-04 00:00:00+00:00,,,,,,,8.56,38.44,995.67
2024-10-05 00:00:00+00:00,,,,,,,11.16,35.01,992.77
2024-10-06 00:00:00+00:00,,,,,,,16.05,31.69,994.47
2024-10-07 00:00:00+00:00,,,,,,,15.58,47.05,1000.41
2024-10-08 00:00:00+00:00,,,,,,,15.39,29.55,994.61
2024-10-09 00:00:00+00:00,,,,,,,15.03,38.33,981.71
2024-10-10 00:00:00+00:00,,,,,,,11.44,68.77,978.48
2024-10-11 00:00:00+00:00,,,,,,,4.01,60.66,992.09
2024-10-12 00:00:00+00:00,,,,,,,0.72,60.63,1002.78
2024-10-13 00:00:00+00:00,,,,,,,-0.1,59.39,1006.12
2024-10-14 00:00:00+00:00,,,,,,,0.8,52.79,1002.81
2024-10-15 00:00:00+00:00,,,,,,,1.77,45.86,1003.79
2024-10-16 00:00:00+00:00,,,,,,,5.07,34.45,1004.07
2024-10-17 00:00:00+00:00,,,,,,,5.03,46.42,1003.07
2024-10-18 00:00:00+00:00,,,,,,,8.19,69.47,1000.73
2024-10-19 00:00:00+00:00,,,,,,,10.54,61.22,997.77
2024-10-20 00:00:00+00:00,,,,,,,9.86,79.43,990.92
2024-10-21 00:00:00+00:00,,,,,,,7.85,100.0,989.92
2024-10-22 00:00:00+00:00,,,,,,,4.26,91.27,994.04
2024-10-23 00:00:00+00:00,,,,,,,6.99,99.56,989.99
2024-10-24 00:00:00+00:00,,,,,,,9.07,86.76,985.48
2024-10-25 00:00:00+00:00,,,,,,,7.91,72.63,989.45
2024-10-26 00:00:00+00:00,,,,,,,6.91,97.43,992.55
2024-10-27 00:00:00+00:00,,,,,,,4.71,85.05,993.25
2024-10-28 00:00:00+00:00,,,,,,,5.6,85.35,995.4
2024-10-29 00:00:00+00:00,,,,,,,3.98,88.48,995.89
2024-10-30 00:00:00+00:00,,,,,,,2.79,93.63,993.79
2024-10-31 00:00:00+00:00,,,,,,,5.76,84.56,992.49
2024-11-01 00:00:00+00:00,,,,,,,3.59,91.08,986.24
2024-11-02 00:00:00+00:00,,,,,,,9.64,100.0,975.81
2024-11-03 00:00:00+00:00,,,,,,,1.13,81.37,985.78
2024-11-04 00:00:00+00:00,,,,,,,0.28,76.22,989.39
2024-11-05 00:00:00+00:00,,,,,,,0.92,100.0,978.88
2024-11-06 00:00:00+00:00,,,,,,,-3.26,94.8,981.07
2024-11-07 00:00:00+00:00,,,,,,,-2.74,86.02,996.79
2024-11-08 00:00:00+00:00,,,,,,,-0.12,90.15,1002.08
2024-11-09 00:00:00+00:00,,,,,,,1.3,100.0,996.34
2024-11-10 00:00:00+00:00,,,,,,,2.52,100.0,991.62
2024-11-11 00:00:00+00:00,,,,,,,-2.76,78.36,1002.9
2024-11-12 00:00:00+00:00,,,,,,,-1.65,80.26,1004.9
2024-11-13 00:00:00+00:00,,,,,,,-0.3,81.31,1002.73
2024-11-14 00:00:00+00:00,,,,,,,-0.08,87.45,1000.91
2024-11-15 00:00:00+00:00,,,,,,,1.3,75.72,997.55
2024-11-16 00:00:00+00:00,,,,,,,1.62,85.1,993.29
2024-11-17 00:00:00+00:00,,,,,,,-0.42,88.0,994.07
2024-11-18 00:00:00+00:00,,,,,,,-0.89,92.32,996.28
2024-11-19 00:00:00+00:00,,,,,,,0.2,89.63,995.43
2024-11-20 00:00:00+00:00,,,,,,,1.35,98.62,997.4
2024-11-21 00:00:00+00:00,,,,,,,-3.12,96.83,1006.96
2024-11-22 00:00:00+00:00,,,,,,,-1.17,84.5,1008.77
2024-11-23 00:00:00+00:00,,,,,,,-0.98,85.73,1012.4
2024-11-24 00:00:00+00:00,,,,,,,-0.11,54.94,1006.24
