city,district,rooms,area,price
Almaty,Аль-Фарабийский р-н,3,73.0,32000000
Almaty,Unknown,2,69.5,29190000
Almaty,Unknown,2,55.44,19958400
Almaty,Каратауский р-н,3,90.0,31500000
Almaty,Каратауский р-н,1,42.0,17500000
Almaty,Туран р-н,9,200.0,42000000
Almaty,Каратауский р-н,2,67.0,33000000
Almaty,Аль-Фарабийский р-н,2,68.0,42000000
Almaty,Аль-Фарабийский р-н,3,63.0,17500000
Almaty,Аль-Фарабийский р-н,3,115.0,82000000
Almaty,Аль-Фарабийский р-н,3,70.0,25500000
Almaty,Аль-Фарабийский р-н,4,151.24,151240000
Almaty,Аль-Фарабийский р-н,2,60.0,32500000
Almaty,Аль-Фарабийский р-н,2,57.5,24000000
Almaty,Каратауский р-н,1,417.0,22000000
Almaty,Unknown,3,57.0,17500000
Almaty,Каратауский р-н,2,59.6,23500000
Almaty,Unknown,2,60.0,24000000
Almaty,Аль-Фарабийский р-н,3,60.7,27000000
Almaty,Абайский р-н,2,61.0,25000000
Almaty,Абайский р-н,2,78.0,34990000
Almaty,Аль-Фарабийский р-н,2,52.0,18000000
Almaty,Каратауский р-н,3,105.08,59895600
Almaty,Туран р-н,2,54.0,27000000
Almaty,Абайский р-н,2,45.0,17000000
Almaty,Абайский р-н,2,72.0,37000000
Almaty,Енбекшинский р-н,5,110.0,42000000
Almaty,Туран р-н,4,85.0,31500000
Almaty,Каратауский р-н,1,33.0,16000000
Almaty,Абайский р-н,2,70.71,33587250
Almaty,Аль-Фарабийский р-н,3,60.7,23600000
Almaty,Енбекшинский р-н,3,80.0,27000000
Almaty,Каратауский р-н,2,52.0,20000000
Almaty,Аль-Фарабийский р-н,2,45.0,26000000
Almaty,Каратауский р-н,2,51.0,42000000
Almaty,Туран р-н,1,36.0,14500000
Almaty,Каратауский р-н,1,40.0,20800000
Almaty,Туран р-н,2,45.0,26500000
Almaty,Аль-Фарабийский р-н,3,60.0,23000000
Almaty,Каратауский р-н,2,51.0,22000000
Almaty,Unknown,2,48.5,36000000
Almaty,Аль-Фарабийский р-н,3,65.0,26000000
Almaty,Каратауский р-н,1,45.0,21500000
Almaty,Аль-Фарабийский р-н,2,52.0,15300000
Almaty,Аль-Фарабийский р-н,2,57.3,28000000
Almaty,Абайский р-н,4,125.1,57000000
Almaty,Unknown,1,38.0,21800000
Almaty,Абайский р-н,2,60.0,25900000
Almaty,Каратауский р-н,2,72.0,25500000
Almaty,Каратауский р-н,4,116.15,65276300
Almaty,Аль-Фарабийский р-н,3,123.0,60000000
Almaty,Аль-Фарабийский р-н,2,74.0,56000000
Almaty,Аль-Фарабийский р-н,5,100.0,50000000
Almaty,Каратауский р-н,2,47.0,26499000
Almaty,Аль-Фарабийский р-н,2,80.0,41000000
Almaty,Енбекшинский р-н,3,58.0,22000000
Almaty,Каратауский р-н,2,50.0,23000000
Almaty,Аль-Фарабийский р-н,1,20.0,7500000
Almaty,Каратауский р-н,2,44.3,17500000
Almaty,Аль-Фарабийский р-н,2,73.0,30000000
Almaty,Каратауский р-н,2,68.0,24500000
Almaty,Аль-Фарабийский р-н,2,48.0,17500000
Almaty,Unknown,5,100.0,48999999
Almaty,Каратауский р-н,3,104.9,41000000
Almaty,Туран р-н,3,63.0,35000000
Almaty,Абайский р-н,2,63.0,28500000
Almaty,Туран р-н,1,42.0,16000000
Almaty,Каратауский р-н,1,45.0,19200000
Almaty,Туран р-н,1,12.7,3600000
Almaty,Аль-Фарабийский р-н,3,60.0,19500000
Almaty,Каратауский р-н,3,137.0,70000000
Almaty,Абайский р-н,1,37.0,24500000
Almaty,Аль-Фарабийский р-н,3,65.2,27000000
Almaty,Туран р-н,4,90.0,26950000
Almaty,Аль-Фарабийский р-н,3,75.04,46000000
Almaty,Аль-Фарабийский р-н,2,72.0,37000000
Almaty,Аль-Фарабийский р-н,3,128.5,68000000
Almaty,Unknown,3,70.0,33000000
Almaty,Аль-Фарабийский р-н,3,56.0,30000000
Almaty,Аль-Фарабийский р-н,3,70.0,29000000
Almaty,Каратауский р-н,3,85.0,51000000
Almaty,Аль-Фарабийский р-н,2,52.0,23000000
Almaty,Каратауский р-н,1,34.0,15500000
Almaty,Каратауский р-н,1,50.46,24220800
Almaty,Абайский р-н,2,64.0,25200000
Almaty,Абайский р-н,2,66.0,30000000
Almaty,Аль-Фарабийский р-н,5,100.0,41000000
Almaty,Unknown,1,38.0,25590000
Almaty,Аль-Фарабийский р-н,2,74.0,35000000
Almaty,Абайский р-н,4,90.0,27000000
Almaty,Аль-Фарабийский р-н,2,43.0,19950000
Almaty,Каратауский р-н,2,71.8,35000000
Almaty,Каратауский р-н,1,36.0,18500000
Almaty,Каратауский р-н,2,60.0,26000000
Almaty,Туран р-н,2,55.8,24500000
Almaty,Аль-Фарабийский р-н,4,76.1,35000000
Almaty,Аль-Фарабийский р-н,2,51.0,20000000
Almaty,Аль-Фарабийский р-н,3,65.0,26500000
Almaty,Аль-Фарабийский р-н,2,62.0,27000000
Almaty,Unknown,2,50.0,19500000
Almaty,Аль-Фарабийский р-н,2,68.0,42000000
Almaty,Аль-Фарабийский р-н,1,32.0,13700000
Almaty,Аль-Фарабийский р-н,2,48.0,12000000
Almaty,Аль-Фарабийский р-н,3,60.0,22000000
Almaty,Енбекшинский р-н,2,52.2,23000000
Almaty,Каратауский р-н,1,43.0,18500000
Almaty,Енбекшинский р-н,3,58.0,20000000
Almaty,Каратауский р-н,2,73.0,31000000
Almaty,Аль-Фарабийский р-н,2,48.5,32000000
Almaty,Unknown,2,73.1,28500000
Almaty,Аль-Фарабийский р-н,3,60.0,27000000
Almaty,Туран р-н,3,74.0,40000000
Almaty,Абайский р-н,3,120.0,61000000
Almaty,Unknown,3,64.0,19000000
Almaty,Каратауский р-н,3,78.0,37500000
Almaty,Unknown,1,32.0,13500000
Almaty,Аль-Фарабийский р-н,2,63.0,37500000
Almaty,Туран р-н,2,75.0,31000000
Almaty,Каратауский р-н,2,79.1,39787300
Almaty,Каратауский р-н,2,75.0,34000000
Almaty,Аль-Фарабийский р-н,3,70.0,30000000
Almaty,Абайский р-н,2,52.0,15000000
Almaty,Аль-Фарабийский р-н,2,43.0,16000000
Almaty,Каратауский р-н,3,87.7,58000000
Almaty,Каратауский р-н,1,50.93,29284750
Almaty,Туран р-н,2,59.0,28175000
Almaty,Абайский р-н,3,100.0,28000000
Almaty,Туран р-н,2,50.8,12700000
Almaty,Unknown,3,85.0,48000000
Almaty,Каратауский р-н,3,98.0,58000000
Almaty,Енбекшинский р-н,4,94.0,41500000
Almaty,Каратауский р-н,3,77.6,30000000
Almaty,Абайский р-н,1,49.1,24500000
Almaty,Каратауский р-н,3,95.0,65000000
Almaty,Каратауский р-н,2,54.7,26500000
Almaty,Каратауский р-н,4,110.0,45000000
Almaty,Аль-Фарабийский р-н,4,94.3,55000000
Almaty,Unknown,1,25.0,11000000
Almaty,Каратауский р-н,4,133.57,72795650
Almaty,Каратауский р-н,2,83.0,44000000
Almaty,Туран р-н,2,78.1,19510000
Almaty,Каратауский р-н,2,72.4,49000000
Almaty,Абайский р-н,2,64.0,32500000
Almaty,Абайский р-н,1,48.0,31500000
Almaty,Unknown,5,167.0,75000000
Almaty,Каратауский р-н,2,74.5,40000000
Almaty,Енбекшинский р-н,2,45.0,20000000
Almaty,Абайский р-н,3,57.7,22000000
Almaty,Аль-Фарабийский р-н,2,57.0,22000000
Almaty,Каратауский р-н,2,57.5,44000000
Almaty,Каратауский р-н,2,54.0,33500000
Almaty,Каратауский р-н,3,86.0,33000000
Almaty,Unknown,2,50.0,30000000
Almaty,Енбекшинский р-н,2,60.0,25900000
Almaty,Туран р-н,1,30.0,12800000
Almaty,Енбекшинский р-н,2,54.0,20000000
Almaty,Абайский р-н,3,74.4,75000000
Almaty,Каратауский р-н,1,37.5,23000000
Almaty,Аль-Фарабийский р-н,2,52.0,20500000
Almaty,Абайский р-н,2,63.0,28800000
Almaty,Абайский р-н,1,50.88,20555520
Almaty,Каратауский р-н,2,55.8,25000000
Almaty,Абайский р-н,1,36.0,11180000
Almaty,Аль-Фарабийский р-н,6,270.0,128000000
Almaty,Аль-Фарабийский р-н,2,57.4,31000000
Almaty,Аль-Фарабийский р-н,2,42.0,20000000
Almaty,Каратауский р-н,2,82.4,40623200
Almaty,Unknown,1,45.0,32500000
Almaty,Каратауский р-н,3,100.0,50000000
Almaty,Аль-Фарабийский р-н,3,140.0,120000000
Almaty,Абайский р-н,2,53.0,27000000
Almaty,Каратауский р-н,3,101.1,55000000
Almaty,Аль-Фарабийский р-н,2,59.0,22000000
Almaty,Аль-Фарабийский р-н,3,65.0,23000000
Almaty,Каратауский р-н,3,84.0,42000000
Almaty,Аль-Фарабийский р-н,3,60.0,26500000
Almaty,Каратауский р-н,2,112.0,35000000
Almaty,Каратауский р-н,1,45.0,25000000
Almaty,Абайский р-н,1,36.8,17500000
Almaty,Туран р-н,1,38.0,14300000
Almaty,Unknown,1,37.0,24000000
Almaty,Каратауский р-н,1,45.43,33000000
Almaty,Абайский р-н,4,120.0,40000000
Almaty,Каратауский р-н,3,72.0,28000000
Almaty,Аль-Фарабийский р-н,3,68.0,23000000
Almaty,Абайский р-н,3,72.0,26000000
Almaty,Абайский р-н,3,83.0,33000000
Almaty,Аль-Фарабийский р-н,4,79.0,29500000
Almaty,Аль-Фарабийский р-н,1,17.4,3500000
Almaty,Unknown,1,42.0,29000000
Almaty,Аль-Фарабийский р-н,1,34.0,12400000
Almaty,Каратауский р-н,4,135.5,90000000
Almaty,Unknown,2,53.0,30000000
Almaty,Аль-Фарабийский р-н,4,120.0,68000000
Almaty,Каратауский р-н,2,56.0,30000000
Almaty,Аль-Фарабийский р-н,2,51.0,28000000
Almaty,Абайский р-н,3,73.3,27000000
Almaty,Каратауский р-н,2,66.4,28500000
Almaty,Каратауский р-н,3,130.0,95000000
Almaty,Аль-Фарабийский р-н,2,63.0,42000000
Almaty,Каратауский р-н,4,140.0,70000000
Almaty,Unknown,4,109.0,35500000
Almaty,Абайский р-н,3,66.1,25000000
Almaty,Абайский р-н,1,42.5,22600000
Almaty,Каратауский р-н,2,75.0,25500000
Almaty,Unknown,1,46.0,29500000
Almaty,Аль-Фарабийский р-н,1,52.0,26000000
Almaty,Енбекшинский р-н,5,102.0,32000000
Almaty,Абайский р-н,2,55.0,35500000
Almaty,Аль-Фарабийский р-н,3,131.0,52400000
Almaty,Аль-Фарабийский р-н,3,60.0,29000000
Almaty,Каратауский р-н,2,70.0,28500000
Almaty,Каратауский р-н,3,114.0,80000000
Almaty,Аль-Фарабийский р-н,4,197.0,78800000
Almaty,Аль-Фарабийский р-н,4,137.05,65000000
Almaty,Абайский р-н,3,107.0,65000000
Almaty,Аль-Фарабийский р-н,3,98.2,50000000
Almaty,Енбекшинский р-н,4,72.0,25000000
Almaty,Аль-Фарабийский р-н,2,60.0,21000000
Almaty,Аль-Фарабийский р-н,3,86.0,60000000
Almaty,Енбекшинский р-н,3,110.0,55000000
Almaty,Аль-Фарабийский р-н,2,50.0,20000000
Almaty,Туран р-н,3,78.0,28000000
Almaty,Каратауский р-н,2,60.0,26000000
Almaty,Аль-Фарабийский р-н,4,85.0,39000000
Almaty,Аль-Фарабийский р-н,1,3.5,6000000
Almaty,Unknown,2,59.0,29500000
Almaty,Аль-Фарабийский р-н,1,28.8,13500000
Almaty,Аль-Фарабийский р-н,4,90.0,29000000
Almaty,Аль-Фарабийский р-н,4,85.6,30000000
Almaty,Туран р-н,2,46.0,24000000
Almaty,Аль-Фарабийский р-н,3,67.0,28000000
Almaty,Unknown,2,68.0,35000000
Almaty,Каратауский р-н,1,38.0,21000000
Almaty,Аль-Фарабийский р-н,2,81.0,36000000
Almaty,Аль-Фарабийский р-н,1,32.0,13500000
Almaty,Каратауский р-н,2,61.0,26000000
Almaty,Абайский р-н,2,62.0,30000000
Almaty,Аль-Фарабийский р-н,4,86.0,45000000
Almaty,Туран р-н,1,38.0,17500000
Almaty,Туран р-н,3,68.0,23000000
Almaty,Каратауский р-н,2,62.6,35000000
Almaty,Каратауский р-н,3,82.8,34000000
Almaty,Каратауский р-н,2,51.69,32900000
Almaty,Туран р-н,1,30.9,15000000
Almaty,Абайский р-н,3,58.0,18000000
Almaty,Каратауский р-н,3,75.0,36000000
Almaty,Каратауский р-н,2,66.4,28500000
Almaty,Аль-Фарабийский р-н,2,45.0,31500000
Almaty,Каратауский р-н,1,40.0,24000000
Almaty,Абайский р-н,2,52.4,30000000
Almaty,Каратауский р-н,3,86.0,32000000
Almaty,Аль-Фарабийский р-н,3,61.0,25900000
Almaty,Каратауский р-н,4,140.77,95000000
Almaty,Аль-Фарабийский р-н,4,93.0,37000000
Almaty,Аль-Фарабийский р-н,2,56.0,25800000
Almaty,Аль-Фарабийский р-н,4,81.0,25500000
Almaty,Unknown,3,112.0,64000000
Almaty,Абайский р-н,2,58.0,24500000
Almaty,Абайский р-н,2,75.1,38000000
Almaty,Енбекшинский р-н,3,52.8,27000000
Almaty,Аль-Фарабийский р-н,4,125.0,66000000
Almaty,Каратауский р-н,2,58.0,36000000
Almaty,Аль-Фарабийский р-н,4,85.0,29500000
Almaty,Каратауский р-н,3,92.0,43000000
Almaty,Аль-Фарабийский р-н,2,35.0,12500000
Almaty,Аль-Фарабийский р-н,4,165.0,120000000
Almaty,Аль-Фарабийский р-н,3,60.0,30500000
Almaty,Каратауский р-н,1,42.83,20000000
Almaty,Аль-Фарабийский р-н,4,155.0,65000000
Almaty,Каратауский р-н,3,80.0,45000000
Almaty,Каратауский р-н,3,85.0,55000000
Almaty,Абайский р-н,2,70.0,28000000
Almaty,Unknown,1,32.0,15200000
Almaty,Каратауский р-н,3,115.0,51000000
Almaty,Каратауский р-н,1,32.0,13500000
Almaty,Абайский р-н,2,48.0,17000000
Almaty,Каратауский р-н,3,120.0,85000000
Almaty,Аль-Фарабийский р-н,3,69.7,37000000
Almaty,Unknown,3,53.0,15800000
Almaty,Каратауский р-н,3,69.0,27000000
Almaty,Каратауский р-н,2,50.5,26874000
Almaty,Абайский р-н,2,72.8,35000000
Almaty,Каратауский р-н,3,83.0,36816800
Almaty,Каратауский р-н,2,65.0,25000000
Almaty,Аль-Фарабийский р-н,3,60.0,21000000
Almaty,Аль-Фарабийский р-н,3,61.0,26000000
Almaty,Аль-Фарабийский р-н,3,132.0,59000000
Almaty,Енбекшинский р-н,2,51.0,22555555
Almaty,Каратауский р-н,1,42.0,18000000
Almaty,Аль-Фарабийский р-н,2,54.0,24000000
Almaty,Unknown,1,32.2,11650000
Almaty,Туран р-н,1,32.0,12200000
Almaty,Аль-Фарабийский р-н,3,58.0,18000000
Almaty,Абайский р-н,2,54.8,25000000
Almaty,Аль-Фарабийский р-н,2,44.0,15000000
Almaty,Туран р-н,3,60.0,29000000
Almaty,Каратауский р-н,2,65.74,26800000
Almaty,Unknown,4,86.0,40000000
Almaty,Туран р-н,2,78.0,32000000
Almaty,Енбекшинский р-н,3,54.0,22000000
Almaty,Каратауский р-н,2,70.5,39500000
Almaty,Аль-Фарабийский р-н,3,68.0,25500000
Almaty,Абайский р-н,2,64.0,28000000
Almaty,Абайский р-н,2,71.9,50000000
Almaty,Аль-Фарабийский р-н,4,150.0,80000000
Almaty,Аль-Фарабийский р-н,2,48.0,18200000
Almaty,Аль-Фарабийский р-н,3,109.0,46000000
Almaty,Аль-Фарабийский р-н,3,67.0,28000000
Almaty,Unknown,1,30.0,11900000
Almaty,Туран р-н,1,37.0,18000000
Almaty,Каратауский р-н,3,77.8,28000000
Almaty,Аль-Фарабийский р-н,3,66.0,30000000
Almaty,Абайский р-н,2,51.0,34000000
Almaty,Аль-Фарабийский р-н,4,81.18,36500000
Almaty,Unknown,2,59.0,23000000
Almaty,Аль-Фарабийский р-н,2,46.0,18500000
Almaty,Каратауский р-н,3,127.0,95000000
Almaty,Аль-Фарабийский р-н,3,133.0,90000000
Almaty,Аль-Фарабийский р-н,3,53.5,21000000
Almaty,Аль-Фарабийский р-н,2,55.0,22000000
Almaty,Енбекшинский р-н,4,95.0,33000000
Almaty,Аль-Фарабийский р-н,2,55.0,25000000
Almaty,Unknown,2,46.0,24500000
Almaty,Аль-Фарабийский р-н,3,72.0,30000000
Almaty,Аль-Фарабийский р-н,2,42.0,20000000
Almaty,Unknown,1,33.0,22000000
Almaty,Туран р-н,2,72.3,43000000
Almaty,Каратауский р-н,4,105.0,60000000
Almaty,Абайский р-н,3,101.8,71700000
Almaty,Аль-Фарабийский р-н,1,35.0,11000000
Almaty,Каратауский р-н,1,50.0,24500000
Almaty,Каратауский р-н,3,105.8,59895600
Almaty,Енбекшинский р-н,3,62.0,24000000
Almaty,Аль-Фарабийский р-н,4,75.0,36000000
Almaty,Аль-Фарабийский р-н,2,50.0,21500000
Almaty,Каратауский р-н,2,66.4,27000000
Almaty,Абайский р-н,3,108.0,90000000
Almaty,Аль-Фарабийский р-н,2,57.0,22300000
Almaty,Туран р-н,2,48.8,30000000
Almaty,Туран р-н,1,33.4,15000000
Almaty,Аль-Фарабийский р-н,2,79.6,30000000
Almaty,Аль-Фарабийский р-н,1,35.0,14800000
Almaty,Unknown,3,111.0,25000000
Almaty,Каратауский р-н,4,142.8,71500000
Almaty,Туран р-н,2,45.0,25000000
Almaty,Каратауский р-н,3,85.0,31000000
Almaty,Абайский р-н,3,85.0,42000000
Almaty,Аль-Фарабийский р-н,3,86.4,60000000
Almaty,Каратауский р-н,3,96.0,55000000
Almaty,Каратауский р-н,1,42.0,20000000
Almaty,Енбекшинский р-н,2,40.0,9500000
Almaty,Каратауский р-н,3,83.0,46000000
Almaty,Каратауский р-н,3,90.9,38000000
Almaty,Unknown,2,100.0,38000000
Almaty,Unknown,1,48.0,20000000
Almaty,Аль-Фарабийский р-н,1,32.0,11800000
Almaty,Каратауский р-н,3,111.2,37500000
Almaty,Аль-Фарабийский р-н,3,60.0,25500000
Almaty,Каратауский р-н,3,70.0,24500000
Almaty,Туран р-н,3,82.0,29000000
Almaty,Туран р-н,2,53.8,21000000
Almaty,Каратауский р-н,2,67.0,36000000
Almaty,Каратауский р-н,3,86.0,26000000
Almaty,Туран р-н,1,32.0,11000000
Almaty,Unknown,1,40.0,25500000
Almaty,Аль-Фарабийский р-н,3,62.0,23000000
Almaty,Абайский р-н,2,44.0,15500000
Almaty,Каратауский р-н,3,100.0,56000000
Almaty,Аль-Фарабийский р-н,4,80.0,32000000
Almaty,Аль-Фарабийский р-н,2,45.0,16500000
Almaty,Каратауский р-н,2,59.0,28000000
Almaty,Каратауский р-н,1,37.0,17000000
Almaty,Каратауский р-н,1,47.0,31000000
Almaty,Каратауский р-н,2,60.0,21500000
Almaty,Аль-Фарабийский р-н,2,50.0,17500000
Almaty,Unknown,2,45.3,14900000
Almaty,Енбекшинский р-н,2,45.9,15000000
Almaty,Unknown,1,32.0,11100000
Almaty,Абайский р-н,1,43.0,24500000
Almaty,Каратауский р-н,1,33.1,18000000
Almaty,Аль-Фарабийский р-н,2,40.0,19500000
Almaty,Каратауский р-н,3,126.7,59000000
Almaty,Аль-Фарабийский р-н,3,58.0,16000000
Almaty,Аль-Фарабийский р-н,2,45.0,17000000
Almaty,Абайский р-н,1,30.0,12500000
Almaty,Аль-Фарабийский р-н,2,48.0,16800000
Almaty,Аль-Фарабийский р-н,2,44.0,14200000
Almaty,Аль-Фарабийский р-н,4,78.0,26000000
Almaty,Аль-Фарабийский р-н,2,44.9,15000000
Almaty,Unknown,2,46.0,11500000
Almaty,Абайский р-н,1,32.0,15000000
Almaty,Абайский р-н,2,62.0,24800000
Almaty,Абайский р-н,2,77.5,32000000
Almaty,Каратауский р-н,1,48.0,20500000
Almaty,Unknown,1,30.0,15200000
Almaty,Каратауский р-н,2,61.57,39500000
Almaty,Unknown,2,54.0,18000000
Almaty,Каратауский р-н,3,71.0,45000000
Almaty,Каратауский р-н,1,44.0,16500000
Almaty,Абайский р-н,2,62.0,24800000
Almaty,Unknown,2,77.6,35000000
Almaty,Аль-Фарабийский р-н,3,63.0,24000000
Almaty,Каратауский р-н,2,50.0,22500000
Almaty,Аль-Фарабийский р-н,2,45.0,17500000
Almaty,Аль-Фарабийский р-н,2,45.0,16500000
Almaty,Unknown,3,88.0,49500000
Almaty,Аль-Фарабийский р-н,3,64.0,32000000
Almaty,Каратауский р-н,1,46.0,34000000
Almaty,Енбекшинский р-н,1,15.0,4500000
Almaty,Аль-Фарабийский р-н,2,55.0,20000000
Almaty,Абайский р-н,2,77.5,32000000
Almaty,Абайский р-н,2,56.47,29000000
Almaty,Unknown,3,56.6,19000000
Almaty,Аль-Фарабийский р-н,1,32.0,12000000
Almaty,Каратауский р-н,1,48.0,20500000
Almaty,Unknown,2,54.0,18000000
Almaty,Каратауский р-н,2,70.0,35000000
Almaty,Каратауский р-н,2,56.0,22000000
Almaty,Аль-Фарабийский р-н,3,58.0,22000000
Almaty,Аль-Фарабийский р-н,2,42.0,14000000
Almaty,Аль-Фарабийский р-н,3,85.0,52000000
Almaty,Туран р-н,2,48.0,18500000
Almaty,Каратауский р-н,1,35.0,15500000
Almaty,Каратауский р-н,3,65.0,23500000
Almaty,Аль-Фарабийский р-н,3,69.0,26500000
Almaty,Аль-Фарабийский р-н,1,45.0,13000000
Almaty,Аль-Фарабийский р-н,2,49.0,21500000
Almaty,Туран р-н,3,60.0,21500000
Almaty,Каратауский р-н,3,93.0,41000000
Almaty,Каратауский р-н,3,92.0,40000000
Almaty,Каратауский р-н,3,80.0,45000000
Almaty,Абайский р-н,3,89.0,28000000
Almaty,Аль-Фарабийский р-н,2,55.6,19500000
Almaty,Енбекшинский р-н,1,28.1,18000000
Almaty,Каратауский р-н,2,72.1,38000000
Almaty,Абайский р-н,2,56.0,28000000
Almaty,Туран р-н,5,150.0,70000000
Almaty,Аль-Фарабийский р-н,3,60.0,25000000
Almaty,Абайский р-н,3,74.0,27000000
Almaty,Абайский р-н,2,54.0,25000000
Almaty,Аль-Фарабийский р-н,4,81.0,31000000
Almaty,Аль-Фарабийский р-н,3,87.0,28000000
Almaty,Абайский р-н,2,52.0,21000000
Almaty,Абайский р-н,2,51.0,18000000
Almaty,Каратауский р-н,3,83.0,37000000
Almaty,Аль-Фарабийский р-н,3,60.0,22000000
Almaty,Аль-Фарабийский р-н,1,40.0,18000000
Almaty,Аль-Фарабийский р-н,2,44.0,16000000
Almaty,Аль-Фарабийский р-н,3,58.0,26000000
Almaty,Аль-Фарабийский р-н,1,32.0,10800000
Almaty,Аль-Фарабийский р-н,2,50.0,23000000
Almaty,Unknown,2,53.8,28500000
Almaty,Unknown,4,109.0,54400000
Almaty,Каратауский р-н,2,62.0,30000000
Almaty,Каратауский р-н,1,42.0,16000000
Almaty,Туран р-н,2,47.0,17000000
Almaty,Каратауский р-н,1,32.0,14000000
Almaty,Енбекшинский р-н,3,56.8,17000000
Almaty,Аль-Фарабийский р-н,4,134.0,42000000
Almaty,Аль-Фарабийский р-н,4,135.0,43000000
Almaty,Аль-Фарабийский р-н,2,55.5,17500000
Almaty,Аль-Фарабийский р-н,4,89.0,31000000
Almaty,Каратауский р-н,3,64.9,24000000
Almaty,Туран р-н,2,60.0,32000000
Almaty,Енбекшинский р-н,1,32.0,13000000
Almaty,Аль-Фарабийский р-н,2,56.0,20000000
Almaty,Абайский р-н,3,89.0,28000000
Almaty,Unknown,1,35.0,13000000
Almaty,Каратауский р-н,1,45.0,16500000
Almaty,Аль-Фарабийский р-н,3,70.0,24500000
Almaty,Каратауский р-н,1,35.0,13000000
Almaty,Аль-Фарабийский р-н,3,56.0,25000000
Almaty,Аль-Фарабийский р-н,1,18.0,3800000
Almaty,Каратауский р-н,2,60.0,33000000
Almaty,Енбекшинский р-н,1,32.0,14000000
Almaty,Unknown,1,41.0,12400000
Almaty,Unknown,2,44.0,12000000
Almaty,Unknown,3,88.1,34359000
Almaty,Unknown,2,60.0,19000000
Almaty,Unknown,1,33.1,11500000
Almaty,Unknown,2,71.4,28000000
Almaty,Unknown,1,32.0,11500000
Almaty,Unknown,3,70.0,15000000
Almaty,Unknown,3,78.0,27500000
Almaty,Unknown,1,40.9,13000000
Almaty,Unknown,2,70.0,30000000
Almaty,Unknown,2,62.0,36500000
Almaty,Unknown,4,103.0,55000000
Almaty,Unknown,3,90.0,23500000
Almaty,Unknown,3,77.5,18300000
Almaty,Unknown,3,80.0,29500000
Almaty,Unknown,2,65.0,16500000
Almaty,Unknown,3,88.5,22290000
Almaty,Unknown,3,77.4,23000000
Almaty,Unknown,3,88.2,26000000
Almaty,Unknown,2,59.0,21000000
Almaty,Unknown,3,100.0,55000000
Almaty,Unknown,2,62.3,27000000
Almaty,Unknown,3,80.1,19000000
Almaty,Unknown,1,31.1,12499999
Almaty,Unknown,1,47.0,16000000
Almaty,Unknown,1,42.0,12500000
Almaty,Unknown,3,88.1,34359000
Almaty,Unknown,3,90.0,39800000
Almaty,Unknown,1,41.0,12400000
Almaty,Unknown,2,44.0,12000000
Almaty,Unknown,1,36.0,23000000
Almaty,Unknown,2,70.0,11000000
Almaty,Unknown,2,76.4,30520000
Almaty,Unknown,3,70.0,20000000
Almaty,Unknown,1,36.0,10800000
Almaty,Unknown,2,47.0,11700000
Almaty,Unknown,2,54.4,18000000
Almaty,Unknown,1,41.0,13000000
Almaty,Unknown,3,85.0,35000000
Almaty,Unknown,1,31.5,12000000
Almaty,Unknown,3,75.0,15200000
Almaty,Unknown,3,88.5,34900000
Almaty,Unknown,3,88.5,34900000
Almaty,Unknown,3,90.0,28000000
Almaty,Unknown,2,60.0,37000000
Almaty,Unknown,2,76.0,47000000
Almaty,Unknown,1,41.9,11700000
Almaty,Unknown,1,48.0,15600000
Almaty,Unknown,1,48.0,14000000
Almaty,Unknown,6,180.0,55000000
Almaty,Unknown,1,47.9,12900000
Almaty,Unknown,3,70.0,29000000
Almaty,Unknown,2,45.3,11000000
Almaty,Unknown,1,35.0,8700000
Almaty,Unknown,1,35.4,11000000
Almaty,Unknown,2,62.0,28000000
Almaty,Unknown,2,40.0,10000000
Almaty,Unknown,4,86.0,22000000
Almaty,Unknown,3,78.0,36000000
Almaty,Unknown,2,62.0,20000000
Almaty,Unknown,1,37.0,25000000
Almaty,Unknown,2,58.0,19000000
Almaty,Unknown,2,52.9,13000000
Almaty,Unknown,3,84.0,25000000
Almaty,Unknown,3,77.0,20100000
Almaty,Unknown,1,47.0,19300000
Almaty,Unknown,2,43.9,12000000
Almaty,Unknown,1,40.1,10500000
Almaty,Unknown,3,70.0,21000000
Almaty,Unknown,2,70.0,22000000
Almaty,Unknown,3,78.0,32000000
Almaty,Unknown,2,63.0,20000000
Almaty,Unknown,3,85.0,46000000
Almaty,Unknown,3,52.6,8000000
Almaty,Unknown,1,52.0,13000000
Almaty,Unknown,1,40.0,13000000
Almaty,Unknown,3,73.0,20000000
Almaty,Unknown,2,55.5,25000000
Almaty,Unknown,1,26.0,7000000
Almaty,Unknown,2,63.0,19000000
Almaty,Unknown,3,90.0,19900000
Almaty,Unknown,1,47.0,15500000
Almaty,Unknown,2,80.0,10500000
Almaty,Unknown,1,32.0,11500000
Almaty,Unknown,3,88.0,22500000
Almaty,Unknown,2,56.0,12000000
Almaty,Unknown,1,38.0,13000000
Almaty,Unknown,2,72.0,35000000
Almaty,Unknown,1,48.0,15500000
Almaty,Unknown,3,87.5,26000000
Almaty,Unknown,2,57.0,20000000
Almaty,Unknown,2,65.0,12000000
Almaty,Unknown,3,68.0,25500000
Almaty,Unknown,1,41.2,12700000
Almaty,Unknown,2,66.4,18000000
Almaty,Unknown,4,72.0,16000000
Almaty,Unknown,1,38.0,10500000
Almaty,Unknown,2,65.6,25500000
Almaty,Unknown,1,31.1,14000000
Almaty,Unknown,2,50.0,15000000
